09/05/2012 04:51:31 PM	952	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.10453
A2	0.102661
A3	0.106879
A4	0.1097
A5	0.103337
A6	0.102512
A7	0.101583
A8	0.104155
A9	0.103475
A10	0.107624
A11	0.100368
A12	0.103232
B1	0.105459
B2	0.108103
B3	0.104336
B4	0.108126
B5	0.10816
B6	0.110352
B7	0.104161
B8	0.101724
B9	0.106514
B10	0.110146
B11	0.105362
B12	0.100166
C1	0.103432
C2	0.108057
C3	0.106105
C4	0.107356
C5	0.104254
C6	0.105563
C7	0.102649
C8	0.113295
C9	0.107548
C10	0.109617
C11	0.10567
C12	0.101939
D1	0.114023
D2	0.11507
D3	0.109419
D4	0.105004
D5	0.104006
D6	0.105222
D7	0.106645
D8	0.103343
D9	0.109122
D10	0.110522
D11	0.106893
D12	0.103558
E1	0.110095
E2	0.107325
E3	0.105534
E4	0.10862
E5	0.103209
E6	0.0972035
E7	0.105725
E8	0.106175
E9	0.107981
E10	0.101203
E11	0.102952
E12	0.103089
F1	0.101906
F2	0.107003
F3	0.105591
F4	0.109884
F5	0.103515
F6	0.105591
F7	0.106492
F8	0.107576
F9	0.108138
F10	0.107097
F11	0.10245
F12	0.111033
G1	0.105095
G2	0.109481
G3	0.101352
G4	0.100821
G5	0.104146
G6	0.104238
G7	0.10132
G8	0.10084
G9	0.104865
G10	0.102797
G11	0.103504
G12	0.103458
H1	0.100617
H2	0.102272
H3	0.101336
H4	0.102565
H5	0.102272
H6	0.101839
H7	0.104503
H8	0.100839
H9	0.104934
H10	0.104774
H11	0.107356
H12	0.103241
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.10453
A2	0.102661
A3	0.106879
A4	0.1097
A5	0.103337
A6	0.102512
A7	0.101583
A8	0.104155
A9	0.103475
A10	0.107624
A11	0.100368
A12	0.103232
B1	0.105459
B2	0.108103
B3	0.104336
B4	0.108126
B5	0.10816
B6	0.110352
B7	0.104161
B8	0.101724
B9	0.106514
B10	0.110146
B11	0.105362
B12	0.100166
C1	0.103432
C2	0.108057
C3	0.106105
C4	0.107356
C5	0.104254
C6	0.105563
C7	0.102649
C8	0.113295
C9	0.107548
C10	0.109617
C11	0.10567
C12	0.101939
D1	0.114023
D2	0.11507
D3	0.109419
D4	0.105004
D5	0.104006
D6	0.105222
D7	0.106645
D8	0.103343
D9	0.109122
D10	0.110522
D11	0.106893
D12	0.103558
E1	0.110095
E2	0.107325
E3	0.105534
E4	0.10862
E5	0.103209
E6	0.0972035
E7	0.105725
E8	0.106175
E9	0.107981
E10	0.101203
E11	0.102952
E12	0.103089
F1	0.101906
F2	0.107003
F3	0.105591
F4	0.109884
F5	0.103515
F6	0.105591
F7	0.106492
F8	0.107576
F9	0.108138
F10	0.107097
F11	0.10245
F12	0.111033
G1	0.105095
G2	0.109481
G3	0.101352
G4	0.100821
G5	0.104146
G6	0.104238
G7	0.10132
G8	0.10084
G9	0.104865
G10	0.102797
G11	0.103504
G12	0.103458
H1	0.100617
H2	0.102272
H3	0.101336
H4	0.102565
H5	0.102272
H6	0.101839
H7	0.104503
H8	0.100839
H9	0.104934
H10	0.104774
H11	0.107356
H12	0.103241

09/05/2012 05:21:46 PM	952	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.104947
A2	0.108163
A3	0.115434
A4	0.11366
A5	0.114017
A6	0.111519
A7	0.115907
A8	0.110917
A9	0.110761
A10	0.112161
A11	0.10049
A12	0.0997695
B1	0.101838
B2	0.110703
B3	0.108522
B4	0.112064
B5	0.119549
B6	0.122257
B7	0.114293
B8	0.111588
B9	0.112104
B10	0.112668
B11	0.108704
B12	0.105316
C1	0.0995898
C2	0.112963
C3	0.106805
C4	0.110186
C5	0.109428
C6	0.107626
C7	0.108437
C8	0.115434
C9	0.10675
C10	0.107395
C11	0.109224
C12	0.102933
D1	0.108005
D2	0.113752
D3	0.109957
D4	0.108774
D5	0.109212
D6	0.109133
D7	0.109277
D8	0.105135
D9	0.111228
D10	0.110492
D11	0.1059
D12	0.104451
E1	0.105678
E2	0.111719
E3	0.10358
E4	0.108269
E5	0.105567
E6	0.101402
E7	0.107025
E8	0.106903
E9	0.109097
E10	0.103342
E11	0.103656
E12	0.105453
F1	0.098121
F2	0.106025
F3	0.108026
F4	0.108328
F5	0.107598
F6	0.104869
F7	0.109885
F8	0.107751
F9	0.107607
F10	0.107512
F11	0.109898
F12	0.102968
G1	0.111129
G2	0.115816
G3	0.111861
G4	0.110991
G5	0.109781
G6	0.110964
G7	0.107191
G8	0.104503
G9	0.113035
G10	0.106433
G11	0.108309
G12	0.105847
H1	0.115493
H2	0.109016
H3	0.108251
H4	0.110085
H5	0.10939
H6	0.107668
H7	0.110619
H8	0.107748
H9	0.1128
H10	0.109261
H11	0.110818
H12	0.108856
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.104947
A2	0.108163
A3	0.115434
A4	0.11366
A5	0.114017
A6	0.111519
A7	0.115907
A8	0.110917
A9	0.110761
A10	0.112161
A11	0.10049
A12	0.0997695
B1	0.101838
B2	0.110703
B3	0.108522
B4	0.112064
B5	0.119549
B6	0.122257
B7	0.114293
B8	0.111588
B9	0.112104
B10	0.112668
B11	0.108704
B12	0.105316
C1	0.0995898
C2	0.112963
C3	0.106805
C4	0.110186
C5	0.109428
C6	0.107626
C7	0.108437
C8	0.115434
C9	0.10675
C10	0.107395
C11	0.109224
C12	0.102933
D1	0.108005
D2	0.113752
D3	0.109957
D4	0.108774
D5	0.109212
D6	0.109133
D7	0.109277
D8	0.105135
D9	0.111228
D10	0.110492
D11	0.1059
D12	0.104451
E1	0.105678
E2	0.111719
E3	0.10358
E4	0.108269
E5	0.105567
E6	0.101402
E7	0.107025
E8	0.106903
E9	0.109097
E10	0.103342
E11	0.103656
E12	0.105453
F1	0.098121
F2	0.106025
F3	0.108026
F4	0.108328
F5	0.107598
F6	0.104869
F7	0.109885
F8	0.107751
F9	0.107607
F10	0.107512
F11	0.109898
F12	0.102968
G1	0.111129
G2	0.115816
G3	0.111861
G4	0.110991
G5	0.109781
G6	0.110964
G7	0.107191
G8	0.104503
G9	0.113035
G10	0.106433
G11	0.108309
G12	0.105847
H1	0.115493
H2	0.109016
H3	0.108251
H4	0.110085
H5	0.10939
H6	0.107668
H7	0.110619
H8	0.107748
H9	0.1128
H10	0.109261
H11	0.110818
H12	0.108856

09/05/2012 05:52:00 PM	952	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.114528
A2	0.11722
A3	0.126365
A4	0.121106
A5	0.120646
A6	0.117469
A7	0.120093
A8	0.12063
A9	0.121473
A10	0.111253
A11	0.103293
A12	0.100075
B1	0.108797
B2	0.113279
B3	0.11204
B4	0.118786
B5	0.126675
B6	0.129358
B7	0.11914
B8	0.11829
B9	0.121561
B10	0.112803
B11	0.110271
B12	0.103324
C1	0.107007
C2	0.122755
C3	0.117441
C4	0.119637
C5	0.12086
C6	0.118202
C7	0.123661
C8	0.125796
C9	0.117597
C10	0.114096
C11	0.115026
C12	0.100363
D1	0.116479
D2	0.119589
D3	0.113513
D4	0.117244
D5	0.120049
D6	0.119455
D7	0.12034
D8	0.117523
D9	0.124111
D10	0.121537
D11	0.111686
D12	0.109621
E1	0.116535
E2	0.113026
E3	0.107545
E4	0.112266
E5	0.110931
E6	0.108084
E7	0.117205
E8	0.118547
E9	0.119084
E10	0.114343
E11	0.110015
E12	0.113004
F1	0.106522
F2	0.109276
F3	0.109541
F4	0.10977
F5	0.111026
F6	0.107275
F7	0.117239
F8	0.114319
F9	0.112847
F10	0.114823
F11	0.121716
F12	0.110024
G1	0.122952
G2	0.12329
G3	0.120675
G4	0.116576
G5	0.113778
G6	0.11414
G7	0.115312
G8	0.115325
G9	0.118941
G10	0.115311
G11	0.117406
G12	0.108846
H1	0.127476
H2	0.122179
H3	0.120284
H4	0.12019
H5	0.114777
H6	0.116793
H7	0.11702
H8	0.11612
H9	0.121218
H10	0.11974
H11	0.119317
H12	0.119332
Well list:	a1r1(a1:h12) = a1(a1:h12)-0
Data:	BACKGROUND SUBTRACTED DATA
Units:	O.D.
Display format:	%0.3f
A1	0.114528
A2	0.11722
A3	0.126365
A4	0.121106
A5	0.120646
A6	0.117469
A7	0.120093
A8	0.12063
A9	0.121473
A10	0.111253
A11	0.103293
A12	0.100075
B1	0.108797
B2	0.113279
B3	0.11204
B4	0.118786
B5	0.126675
B6	0.129358
B7	0.11914
B8	0.11829
B9	0.121561
B10	0.112803
B11	0.110271
B12	0.103324
C1	0.107007
C2	0.122755
C3	0.117441
C4	0.119637
C5	0.12086
C6	0.118202
C7	0.123661
C8	0.125796
C9	0.117597
C10	0.114096
C11	0.115026
C12	0.100363
D1	0.116479
D2	0.119589
D3	0.113513
D4	0.117244
D5	0.120049
D6	0.119455
D7	0.12034
D8	0.117523
D9	0.124111
D10	0.121537
D11	0.111686
D12	0.109621
E1	0.116535
E2	0.113026
E3	0.107545
E4	0.112266
E5	0.110931
E6	0.108084
E7	0.117205
E8	0.118547
E9	0.119084
E10	0.114343
E11	0.110015
E12	0.113004
F1	0.106522
F2	0.109276
F3	0.109541
F4	0.10977
F5	0.111026
F6	0.107275
F7	0.117239
F8	0.114319
F9	0.112847
F10	0.114823
F11	0.121716
F12	0.110024
G1	0.122952
G2	0.12329
G3	0.120675
G4	0.116576
G5	0.113778
G6	0.11414
G7	0.115312
G8	0.115325
G9	0.118941
G10	0.115311
G11	0.117406
G12	0.108846
H1	0.127476
H2	0.122179
H3	0.120284
H4	0.12019
H5	0.114777
H6	0.116793
H7	0.11702
H8	0.11612
H9	0.121218
H10	0.11974
H11	0.119317
H12	0.119332

09/05/2012 06:22:14 PM	952	
Kinetic read cycle completed:	1  of  1
Well list:	a1r0(a1:h12) = (a1(a1:h12))
Data:	ABS DATA
Units:	O.D.
Display format:	%0.3f
A1	0.116269
A2	0.121952
A3	0.130607
A4	0.121304
A5	0.121007
A6	0.119082
A7	0.120703
A8	0.121746
A9	0.124365
A10	0.111737
A11	0.104768
A12	0.0997994
B1	0.112816
B2	0.115456
B3	0.112595
B4	0.120601
B5	0.130151
B6	0.132246
B7	0.118811
B8	0.119114
B9	0.124266
B10	0.112832
B11	0.112034
B12	0.104532
C1	0.109466
C2	0.127212
C3	0.119669
C4	0.119855
C5	0.12108
C6	0.118059
C7	0.123811
C8	0.125329
C9	0.117575
C10	0.114681
C11	0.120133
C12	0.101347
D1	0.118135
D2	0.12448
D3	0.115056
D4	0.116164
D5	0.121111
D6	0.119455
D7	0.12101
D8	0.118027
D9	0.124827
D10	0.121309
D11	0.112887
D12	0.115753
E1	0.125828
E2	0.118601
E3	0.109895
E4	0.11316
E5	0.112469
E6	0.111359
E7	0.117618
E8	0.118847
E9	0.119347
E10	0.115924
E11	0.111721
E12	0.119326
F1	0.114267
F2	0.116688
F3	0.115715
F4	0.115151
F5	0.115862
F6	0.112054
F7	0.123808
F8	0.117357
F9	0.115147
F10	0.116914
F11	0.1245
F12	0.114267
G1	0.131612
G2	0.132117
G3	0.131139
G4	0.129849
G5	0.123009
